epoch,loss,main_output_loss,mid_output_loss
0,106.505734459,185.936217231,106.505734459
0,73.9153609944,186.55959272,73.9153609944
0,69.2882069866,186.823507046,69.2882069866
0,66.4894833617,186.970384606,66.4894833617
0,66.9703846893,186.997583837,66.9703846893
0,65.3293500086,186.873005385,65.3293500086
0,64.5294975125,186.861903355,64.5294975125
0,65.2081443633,186.710064848,65.2081443633
0,64.7937987792,186.799762895,64.7937987792
0,64.5159052927,186.725203358,64.5159052927
0,63.8111622867,186.742922515,63.8111622867
0,63.9173822619,186.709872911,63.9173822619
0,63.2004267042,186.738363049,63.2004267042
0,62.8376602176,186.7738686,62.8376602176
0,63.0914023103,186.757558781,63.0914023103
0,62.8076952688,186.679482412,62.8076952688
0,62.782261121,186.650287289,62.782261121
0,62.4494467539,186.581251807,62.4494467539
0,62.2437545727,186.654296543,62.2437545727
0,62.1801429932,186.599364997,62.1801429932
0,62.2636997073,186.527507271,62.2636997073
0,62.1528499384,186.577224396,62.1528499384
0,62.1197077865,186.630302033,62.1197077865
0,62.0537728966,186.471975595,62.0537728966
0,61.7978787404,186.464680364,61.7978787404
0,61.6713048751,186.534988483,61.6713048751
0,61.5224661144,186.50436836,61.5224661144
0,61.8431762824,186.498144448,61.8431762824
0,61.4572550555,186.386614839,61.4572550555
0,61.1353863907,186.369861205,61.1353863907
0,61.4647776478,186.444697447,61.4647776478
0,61.4447060193,186.289113617,61.4447060193
0,61.3189807181,186.351130994,61.3189807181
0,61.3189154684,186.208736416,61.3189154684
0,60.9927190831,186.165872476,60.9927190831
0,60.7370591793,186.194791795,60.7370591793
0,60.7286815614,186.1472815,60.7286815614
0,60.6120365255,185.95960106,60.6120365255
0,60.5866031887,186.053530651,60.5866031887
0,60.5293749756,186.153912459,60.5293749756
0,60.3446893149,186.287104014,60.3446893149
0,60.0061119463,186.034942493,60.0061119463
0,60.0369376187,185.923119288,60.0369376187
0,60.0033495088,186.017556786,60.0033495088
0,60.0028952059,186.033544016,60.0028952059
0,63.991826588,185.895478042,63.991826588
0,61.1592788081,186.45361966,61.1592788081
0,60.6320932014,186.361899422,60.6320932014
0,60.5157599144,186.17226068,60.5157599144
0,60.1132076419,185.879157807,60.1132076419
0,59.8517030612,185.635731693,59.8517030612
0,59.7659450884,185.36681799,59.7659450884
0,59.5648985992,185.266641274,59.5648985992
0,59.451201959,185.454769348,59.451201959
0,59.2405607935,185.447275863,59.2405607935
0,59.1851998451,185.446060244,59.1851998451
0,59.1952896322,185.677502044,59.1952896322
0,58.7819345633,185.562817977,58.7819345633
0,59.4046909878,185.708307193,59.4046909878
0,58.9255573432,185.946734011,58.9255573432
0,58.5150899677,185.236167518,58.5150899677
0,58.850284804,185.15427017,58.850284804
0,57.8055393158,185.179799345,57.8055393158
0,57.9997205649,185.249865961,57.9997205649
0,57.2729417993,185.235178139,57.2729417993
0,57.4834150328,185.206037396,57.4834150328
0,57.2389354213,185.267814984,57.2389354213
0,57.0424454799,185.184199319,57.0424454799
0,56.9510035541,185.209778557,56.9510035541
0,56.699965448,185.409005582,56.699965448
0,56.7717597977,185.315013117,56.7717597977
0,55.7129509932,185.429818593,55.7129509932
0,56.2455601639,184.84578198,56.2455601639
0,56.0530573632,185.226856569,56.0530573632
0,54.8312743994,185.331213767,54.8312743994
0,54.9529884727,185.16873191,54.9529884727
0,55.4133766851,185.283965946,55.4133766851
0,55.6472164374,185.264896482,55.6472164374
0,54.5417050814,185.34061099,54.5417050814
0,54.1662073606,185.284638057,54.1662073606
0,53.8671806361,185.867765474,53.8671806361
0,53.1558808493,185.551786546,53.1558808493
0,54.369401832,185.207931969,54.369401832
0,52.327138981,185.587136229,52.327138981
0,54.2505516858,185.359956242,54.2505516858
0,52.7147925992,184.991910749,52.7147925992
0,51.2715958831,185.229748646,51.2715958831
0,51.4433196304,185.538390289,51.4433196304
0,50.1930333976,184.950873565,50.1930333976
0,50.8851589693,184.752669508,50.8851589693
0,50.8605479182,185.093407329,50.8605479182
0,49.3776067025,184.935385311,49.3776067025
0,50.0209002007,185.35078872,50.0209002007
0,53.381289017,183.442701667,53.381289017
0,50.4039845222,183.6362112,50.4039845222
0,48.5982144973,184.13361934,48.5982144973
0,49.2953078363,184.584246421,49.2953078363
0,48.1532842999,184.65952262,48.1532842999
0,46.9300927333,184.339305811,46.9300927333
0,47.4639617392,184.496658273,47.4639617392
0,47.0632788772,184.347257713,47.0632788772
0,45.4583422331,184.06011056,45.4583422331
0,46.0287983974,184.351528143,46.0287983974
0,45.6573378765,183.906075925,45.6573378765
0,44.659438666,183.899141118,44.659438666
0,44.3283135041,184.330741171,44.3283135041
0,44.4348388827,184.225664738,44.4348388827
0,43.7168733064,184.629891384,43.7168733064
0,43.8831257448,184.628761146,43.8831257448
0,42.7300404279,184.497628217,42.7300404279
0,41.7748975846,184.572670528,41.7748975846
0,41.0794730321,184.435549319,41.0794730321
0,41.2602099752,184.27199186,41.2602099752
