epoch,generator_TD_Dense_0_loss,loss,model_1_loss
0,5.12868707906,4.41972858685,3.71077009465
0,5.02057364802,3.54330164474,2.06602964146
0,5.03049278929,3.37956162828,1.72863046726
0,5.03642462605,3.27204079241,1.50765695877
0,5.0407186733,3.19080997786,1.34090128242
0,5.0478889406,3.1241005661,1.2003121916
0,5.05473390491,3.08329670946,1.11185951401
0,5.05971990053,3.0510882666,1.04245663266
0,5.06766866028,3.0300213788,0.992374097326
0,5.0766393157,3.0137351204,0.950830925107
0,5.08420945179,2.99934923069,0.914489009583
0,5.09428228693,2.98954026182,0.884798236705
0,5.10317356511,2.97830806691,0.853442568713
0,5.10731237983,2.96738494266,0.827457505498
0,5.11640943244,2.9579960661,0.799582699764
0,5.126980337,2.95383835242,0.780696367846
0,5.15641600773,2.95757565944,0.758735311163
0,5.18540226896,2.96240647997,0.739410690967
0,5.18981187255,2.95598020136,0.722148530159
0,5.19262405452,2.94799535448,0.703366654445
0,5.19523846912,2.94070452031,0.686170571503
