epoch,generator_TD_Dense_0_loss,loss,model_1_loss
0,4.83050166598,2.76682615353,0.703150641084
0,4.73894868101,2.56696283618,0.39497699134
0,4.72386390681,2.54446705621,0.365070205612
0,4.71338415896,2.53214305952,0.350901960074
0,4.70461839753,2.52207489426,0.339531390998
0,4.69814332249,2.51555325498,0.332963187469
0,4.69326352992,2.51079176224,0.328319994559
0,4.68923211863,2.50690278641,0.324573454188
0,4.68563746446,2.50361593339,0.321594402314
0,4.68286184422,2.50104667291,0.319231501609
0,4.67965815241,2.49835231974,0.317046487075
0,4.67696478804,2.49610610299,0.315247417938
0,4.67406777204,2.49374195895,0.313416145856
0,4.67163503801,2.49169287482,0.311750711624
0,4.66964686181,2.49001709791,0.310387333998
0,4.66809957788,2.48849955607,0.30889953426
0,4.66628795502,2.48696215233,0.307636349641
0,4.66600348846,2.4863830294,0.306762570335
0,4.66315468474,2.48454974681,0.305944808883
0,4.66075499365,2.4829188553,0.30508271694
0,4.65989389926,2.48219927903,0.304504658797
