epoch,generator_TD_Dense_0_loss,loss,model_1_loss
0,5.53617697029,4.66368792334,3.79119887639
0,5.24950937763,3.78529557178,2.32108176593
0,5.25377832291,3.59203303544,1.93028774797
0,5.25598257347,3.47221895154,1.68845532962
0,5.25477506288,3.41935080962,1.58392655637
0,5.25542312729,3.38001557591,1.50460802454
0,5.25895346607,3.33933038353,1.419707301
0,5.12096636885,3.23270353005,1.34444069125
0,5.03031386159,3.15724745337,1.28418104514
0,5.03154306905,3.12568283094,1.21982259283
0,5.03443351727,3.10054380585,1.16665409443
0,5.04015308275,3.08217970046,1.12420631817
0,5.04463336676,3.06670648619,1.08877960563
0,5.04839063007,3.05297050993,1.05755038979
0,5.05168723417,3.03454612136,1.01740500855
0,5.05274209408,3.02162666095,0.990511227828
0,5.06181622422,3.0123270885,0.962837952777
