epoch,loss
0,3.27654567044
0,2.92272772922
0,2.76253190008
0,2.67968891857
0,2.62546197886
0,2.59952722529
0,2.57266302444
0,2.56223115037
0,2.54803994668
0,2.53196519397
0,2.52297149773
0,2.51230867139
0,2.50439414809
0,2.49532477108
0,2.48659597418
0,2.48166662239
0,2.47316967204
0,2.46244140592
0,2.45009473736
0,2.4441321342
0,2.44264731361
0,2.43563533187
0,2.42396280588
0,2.42482123865
0,2.40848526366
0,2.40621125434
0,2.39450409184
0,2.39046455671
0,2.38648624159
0,2.36699109971
0,2.35990768837
0,2.34920859309
0,2.33431934703
0,2.32617205772
0,2.31684695204
0,2.30704666181
0,2.29007198487
0,2.29088894274
0,2.27366754821
0,2.2554713735
0,2.24885620992
0,2.23781370237
0,2.22906820872
0,2.21614927643
0,2.19937794646
0,2.19702892052
0,2.17244499025
0,2.17285000077
0,2.15619859396
0,2.14158351066
0,2.13983917953
0,2.12856087911
0,2.11963057423
0,2.11237368316
0,2.10125770843
0,2.10059103105
0,2.08072098839
0,2.07781643088
0,2.07205529911
0,2.06356489272
0,2.05765389568
0,2.05484024682
0,2.04801572878
0,2.03926482997
0,2.02524298178
0,2.02369839624
0,2.02070954591
0,2.00473280615
0,2.0087347991
0,1.99591536877
0,1.98974821755
0,1.99653921464
0,1.98142062659
0,1.98266259034
0,1.97177022348
0,1.97026904582
0,1.96899321862
0,1.96420085746
0,1.96175872679
0,1.95469911046
0,1.95256313763
0,1.94261879009
0,1.94322707191
0,1.94837067175
0,1.94487281865
0,1.92967398115
0,1.9299595296
0,1.9255856011
0,1.92675594569
0,1.92588132188
0,1.91382745981
0,1.91405041662
0,1.91622432467
0,1.90332750329
0,1.91320754963
0,1.91266136164
0,1.90082279496
0,1.90286890339
0,1.89295807195
0,1.89315998471
0,1.89093763915
0,1.88900115522
0,1.8919337698
0,1.88343640094
0,1.88282325036
0,1.88278197423
0,1.87306040147
0,1.87841979504
0,1.87809764892
0,1.86706458711
0,1.86828605596
0,1.86478603099
0,1.86406829843
0,1.86412587033
0,1.86459342733
0,1.86338736171
0,1.860988829
0,1.85848047616
0,1.84870650521
0,1.85526264517
0,2.13264832665
0,1.97454232556
0,1.94108629038
0,1.91307492314
0,1.90336764198
0,1.88625559135
0,1.86512230427
0,1.85524088067
0,1.84981165019
0,1.84099982447
0,1.83270450178
0,1.82512476541
0,1.81787000311
0,1.80415842219
