epoch,generator_TD_Dense_0_loss,loss,model_2_loss_1,model_2_loss_2,encoder_loss
0,0.000436937,0.6926654006,4.7934584491,0.6926654006,0
0,0.0004269659,0.6953522833,4.7914497804,0.6953522833,0
0,0.0004176345,0.6950902122,4.7919614693,0.6950902122,0
0,0.0004202773,0.6965671024,4.7945169948,0.6965671024,0
0,0.0004337173,0.6950005288,4.793537012,0.6950005288,0
0,0.0004158393,0.6939129315,4.7930459064,0.6939129315,0
0,0.0004121976,0.6917730281,4.7950576243,0.6917730281,0
0,0.0004128544,0.6908549928,4.7907233887,0.6908549928,0
0,0.0004153017,0.692879577,4.7924673799,0.692879577,0
0,0.0004078014,0.6908334463,4.7910149473,0.6908334463,0
0,0.0004099398,0.6865519865,4.7919452928,0.6865519865,0
0,0.0004064436,0.6870574344,4.7925158903,0.6870574344,0
0,0.0004165133,0.6923661352,4.7952241954,0.6923661352,0
0,0.0004054201,0.6884764847,4.7929583977,0.6884764847,0
0,0.0004034378,0.6862326598,4.7918646368,0.6862326598,0
0,0.0004006615,0.6906539247,4.7905629923,0.6906539247,0
0,0.0004056657,0.6895057543,4.7905718386,0.6895057543,0
0,0.0003968682,0.6850860872,4.7923371775,0.6850860872,0
0,0.0004125425,0.6878214303,4.7921918592,0.6878214303,0
0,0.0004060489,0.6833446318,4.7951817326,0.6833446318,0
0,0.0003963363,0.6858365104,4.7929814375,0.6858365104,0
0,0.0003958622,0.6834165649,4.791544781,0.6834165649,0
0,0.0003866722,0.6841521128,4.7923106189,0.6841521128,0
0,0.0003923404,0.6852654542,4.7913451352,0.6852654542,0
0,0.0003844549,0.6808308066,4.7898264821,0.6808308066,0
0,0.0004018637,0.6840457192,4.7902514344,0.6840457192,0
0,0.0003710433,0.6815273942,4.7922956449,0.6815273942,0
0,0.0003716365,0.6804399501,4.7916138815,0.6804399501,0
0,0.0003809468,0.6823667632,4.7920073167,0.6823667632,0
0,0.0003631477,0.6853429616,4.7949600599,0.6853429616,0
0,0.0003709898,0.6803930003,4.7957601125,0.6803930003,0
0,0.0003711281,0.6809419602,4.7931876496,0.6809419602,0
0,0.0003827259,0.68041667,4.7925075953,0.68041667,0
0,0.0003595132,0.6816328713,4.7927555377,0.6816328713,0
0,0.0003639508,0.6777336087,4.7912409864,0.6777336087,0
0,0.0003656596,0.6806735649,4.7928373718,0.6806735649,0
0,0.0003595236,0.6812158718,4.7917082915,0.6812158718,0
0,0.0003536338,0.6804111098,4.7907420216,0.6804111098,0
0,0.0003642894,0.6770476597,4.7892846064,0.6770476597,0
0,0.0003588056,0.676717697,4.7898361774,0.676717697,0
0,0.0003429791,0.67786171,4.7920587842,0.67786171,0
0,0.0003590756,0.6766700589,4.7892021814,0.6766700589,0
0,0.0003508181,0.6750851733,4.7926198848,0.6750851733,0
0,0.0027065423,2.3668048272,4.7309031121,0.7860348554,0
0,0.0017292097,2.3622387459,4.722748282,0.7860348554,0
0,0.001484373,2.3609537454,4.7204231178,0.7860348553,0
0,0.00131154,2.3592145138,4.7171174875,0.786034855,0
0,0.0012369894,2.3590467008,4.7168564121,0.7860348559,0
0,0.001542161,2.3589801761,4.7164181912,0.7860348555,0
0,0.0016029146,2.3570142293,4.7124255441,0.7860348545,0
0,0.0020577374,2.3577796805,4.7135016237,0.786034855,0
0,0.0017128585,2.3550210606,4.7083292628,0.7860348551,0
0,0.0022870898,2.3542414465,4.7061958032,0.7860348545,0
0,0.0025817825,2.352821597,4.7030614114,0.786034856,0
0,0.0030211165,2.3513443899,4.6996676633,0.7860348549,0
0,0.0033242123,2.3482813451,4.6932384778,0.7860348548,0
0,0.0054685641,2.3471002558,4.6887319476,0.786034857,0
0,0.0042679,2.3425172496,4.6807665992,0.7860348535,0
0,0.0043729845,2.3383090424,4.6722451003,0.7860348557,0
0,0.0052172071,2.3339047865,4.662592366,0.7860348545,0
0,0.0062040207,2.3271187677,4.6480335147,0.7860348547,0
0,0.0070257946,2.3190776533,4.6311295119,0.786034854,0
0,0.00803724,2.3105565054,4.6130757709,0.7860348556,0
0,0.0086147294,2.3010663024,4.5935178753,0.7860348559,0
0,0.0089812105,2.2899160122,4.5708508138,0.7860348552,0
0,0.0119994756,2.2753112963,4.5386231169,0.7860348542,0
0,0.0124885556,2.2628252083,4.513161861,0.7860348546,0
0,0.0131211418,2.2492535756,4.4853860095,0.7860348555,0
0,0.0149145834,2.2335082967,4.4521020099,0.7860348559,0
0,0.0162375291,2.218215255,4.4201929808,0.7860348544,0
0,0.0185542627,2.2045742292,4.3905941957,0.7860348546,0
0,0.0187724152,2.191210258,4.3636481009,0.7860348552,0
0,0.0207278369,2.1712337106,4.3217395842,0.7860348552,0
0,0.0212485259,2.1563997757,4.2915510254,0.7860348553,0
0,0.0254216422,2.1383977544,4.2513738666,0.786034855,0
0,0.0265470228,2.1192670188,4.2119870148,0.7860348552,0
0,0.0253853819,2.1039868352,4.1825882885,0.786034855,0
0,0.0274598317,2.090515344,4.1535708562,0.7860348549,0
0,0.0254217157,2.0677996307,4.1101775457,0.7860348561,0
0,0.0283102764,2.0525023992,4.076694522,0.7860348546,0
0,0.0296257535,2.0412965747,4.052967396,0.7860348562,0
0,0.030680453,2.0291399917,4.0275995304,0.7860348549,0
0,0.0302673298,2.015696313,4.0011252963,0.7860348558,0
0,0.0310889107,1.9998586858,3.9686284609,0.7860348557,0
0,0.0321228556,1.9859844473,3.9398460389,0.7860348546,0
0,0.0331521407,1.9742996122,3.9154470836,0.7860348545,0
0,0.0331637672,1.9655980513,3.8980323353,0.7860348561,0
0,0.0343488785,1.9494945168,3.864640155,0.7860348553,0
0,0.0334068163,1.9403216728,3.8472365294,0.7860348543,0
0,0.034557755,1.9279902537,3.8214227523,0.786034855,0
0,0.0347187224,1.915018758,3.7953187935,0.7860348567,0
0,0.0338959964,1.9054825758,3.7770691552,0.7860348564,0
0,0.0349151536,1.8966865662,3.7584579788,0.7860348545,0
0,0.0351371324,1.8841198343,3.7331025361,0.7860348546,0
0,0.0360954586,1.8756516771,3.7152078957,0.7860348547,0
0,0.0365512453,1.8635381857,3.6905251261,0.7860348552,0
0,0.0373539692,1.8587077884,3.6800616076,0.7860348542,0
0,0.0383471406,1.8473855992,3.6564240578,0.7860348545,0
0,0.037649091,1.838241589,3.6388340871,0.7860348551,0
0,0.0379643249,1.832706649,3.6274489731,0.7860348551,0
0,0.038370129,1.8251936717,3.6120172144,0.7860348549,0
0,0.0382254273,1.8147347952,3.5912441631,0.7860348544,0
0,0.038614958,1.8118967417,3.5851785254,0.7860348547,0
0,0.0395756902,1.8058030691,3.5720304479,0.7860348551,0
0,0.0404304905,1.7997898238,3.559149157,0.7860348543,0
0,0.0402697881,1.7918280213,3.5433862545,0.786034856,0
0,0.0414198353,1.7844150244,3.5274102135,0.786034856,0
0,0.0410869344,1.7792052011,3.5173234678,0.7860348549,0
0,0.0417326637,1.7690300344,3.4963274051,0.7860348542,0
0,0.0421792426,1.7570152549,3.4718512671,0.7860348542,0
0,0.0420307917,1.753462667,3.4648945424,0.7860348568,0
0,0.0414485894,1.745892533,3.4503364766,0.7860348543,0
0,0.0422112976,1.7402786959,3.4383460943,0.7860348553,0
0,0.041730094,1.7304540562,3.4191780183,0.7860348542,0
0,0.0428202961,1.7269601891,3.4111000822,0.7860348558,0
0,0.042394255,1.7185026763,3.3946110976,0.7860348545,0
0,0.0428093781,1.7120200552,3.3812307324,0.786034855,0
0,0.0442528128,1.70789299,3.3715331672,0.7860348549,0
0,0.0437817362,1.7025845557,3.3613873752,0.7860348535,0
0,0.044344555,1.700173078,3.356001601,0.7860348559,0
0,0.0446999519,1.6939699967,3.3432400414,0.7860348551,0
0,0.0456532502,1.6848122301,3.32397121,0.7860348545,0
0,0.0458204472,1.6793771686,3.31293389,0.7860348552,0
0,0.0453037738,1.6754810381,3.3056583023,0.7860348555,0
0,0.0462668956,1.6687278748,3.291188854,0.7860348554,0
0,0.0465831307,1.6653939995,3.2842048683,0.7860348556,0
0,0.0466510692,1.6603954919,3.2741399146,0.7860348554,0
0,0.0468716274,1.6536155282,3.2603594289,0.7860348542,0
0,0.0470071684,1.6528301314,3.2586530943,0.7860348566,0
0,0.0468993386,1.6485496163,3.2501998941,0.7860348568,0
0,0.0465929159,1.6418119922,3.2370310686,0.786034855,0
0,0.0467991573,1.6340341882,3.2212692191,0.7860348544,0
0,0.0470931348,1.6323984635,3.2177037922,0.7860348542,0
0,0.0471460102,1.6280716175,3.2089972248,0.7860348535,0
0,0.0474632524,1.6216237033,3.1957841542,0.7860348556,0
0,0.0483330517,1.6160426893,3.1837523269,0.7860348562,0
0,0.0469782703,1.6149252712,3.182872272,0.7860348552,0
0,0.0481208562,1.6098150633,3.1715092705,0.7860348559,0
0,0.0482917007,1.6054517935,3.1626118863,0.7860348546,0
0,0.0485495752,1.5983109971,3.1480724189,0.7860348547,0
0,0.0489573022,1.5923962451,3.135835188,0.7860348544,0
0,0.0485894414,1.5954954655,3.1424014896,0.7860348548,0
0,0.0487032758,1.5903880021,3.1320727284,0.7860348544,0
0,0.0488664971,1.5881143413,3.1273621855,0.7860348562,0
0,0.049286758,1.5888082958,3.1283298336,0.7860348556,0
0,0.0491229038,1.5794452749,3.109767646,0.7860348551,0
0,0.0488155889,1.5765437808,3.1042719727,0.7860348543,0
0,0.0493763328,1.5749346084,3.1004928841,0.7860348557,0
0,0.0492639775,1.5746124715,3.0999609654,0.7860348559,0
0,0.0502550308,1.5667100551,3.0831650794,0.7860348544,0
0,0.049188519,1.5640666325,3.078944746,0.7860348547,0
0,0.0499296359,1.5596760933,3.0694225506,0.7860348555,0
0,0.0500313896,1.5537887792,3.0575461688,0.786034855,0
0,0.0506232541,1.5547064579,3.0587896617,0.7860348549,0
0,0.0506395439,1.5526062072,3.0545728706,0.7860348558,0
0,0.0504062668,1.5450447262,3.0396831856,0.7860348551,0
0,0.0503717917,1.5430507227,3.0357296537,0.7860348554,0
0,0.0512876376,1.5401506323,3.0290136269,0.7860348537,0
0,0.0508065992,1.5363002118,3.0217938244,0.786034855,0
0,0.051579471,1.5361585489,3.0207376268,0.7860348555,0
0,0.0509173333,1.5351670359,3.0194167385,0.7860348544,0
0,0.0523090526,1.5302997313,3.0082904099,0.786034856,0
0,0.0517817494,1.5241483788,2.9965150083,0.7860348556,0
0,0.0510242415,1.5233540733,2.9956839051,0.7860348545,0
0,0.0516376217,1.5223544591,2.9930712966,0.7860348556,0
0,0.0512589636,1.5221563333,2.9930537031,0.7860348546,0
0,0.0518631818,1.5149148013,2.9779664208,0.7860348557,0
0,0.0516000131,1.5149952926,2.9783905722,0.7860348554,0
0,0.0515790278,1.5111201725,2.9706613172,0.7860348552,0
0,0.0520142589,1.5066780863,2.9613419136,0.786034854,0
0,0.0515585844,1.5069006905,2.9622427965,0.7860348547,0
0,0.0513558313,1.5046533324,2.9579508335,0.7860348553,0
0,0.0521470236,1.5011169327,2.9500868418,0.786034855,0
0,0.0517154457,1.4994271457,2.9471388456,0.7860348536,0
0,0.0520051228,1.4955317519,2.939058381,0.786034854,0
0,0.052287086,1.4935737032,2.9348603204,0.7860348546,0
0,0.0516817692,1.4923310551,2.9329803409,0.7860348548,0
0,0.0520279236,1.4899877486,2.9279475737,0.786034856,0
0,0.052516982,1.4894774702,2.9264379584,0.7860348557,0
0,0.0531593726,1.4833923188,2.913625265,0.7860348552,0
0,0.0529688157,1.4834848807,2.9140009458,0.7860348552,0
0,0.0528611172,1.4814688364,2.9100765555,0.7860348567,0
0,0.0530401728,1.4799039979,2.9067678229,0.7860348559,0
0,0.0534192933,1.4782498155,2.9030803377,0.7860348553,0
0,0.0526227823,1.4792705341,2.9059182859,0.786034856,0
0,0.0526464702,1.4713084398,2.8899704094,0.7860348553,0
0,0.0533856373,1.4657933838,2.8782011304,0.7860348552,0
0,0.0524240252,1.465632601,2.8788411769,0.7860348546,0
0,0.0537579294,1.4682743939,2.8827908583,0.7860348547,0
0,0.0536524264,1.4647659267,2.8758794269,0.7860348541,0
0,0.0542818339,1.4626050818,2.8709283296,0.7860348545,0
0,0.0533173517,1.4627591468,2.872200942,0.7860348559,0
0,0.0532580398,1.4639892008,2.8747203618,0.7860348535,0
0,0.0532331324,1.4615765386,2.8699199449,0.7860348559,0
0,0.0536108383,1.4571766627,2.8607424871,0.7860348539,0
0,0.0541226723,1.4561766363,2.8582306002,0.7860348553,0
0,0.0544041221,1.4497585703,2.8451130184,0.7860348553,0
0,0.0539827357,1.4497545522,2.8455263687,0.786034855,0
0,0.0542575312,1.4501873898,2.8461172484,0.7860348552,0
0,0.05432651,1.4472656668,2.8402048236,0.7860348547,0
0,0.0538762189,1.4441882531,2.8345002873,0.7860348547,0
0,0.054561761,1.4399464629,2.8253311648,0.7860348548,0
0,0.0554009081,1.4401077985,2.824814689,0.7860348553,0
0,0.0542634798,1.4399712535,2.8256790272,0.7860348549,0
0,0.0542498429,1.4379670665,2.8216842901,0.7860348543,0
0,0.0549667326,1.4375705126,2.8201742927,0.786034856,0
0,0.0548980376,1.4354782478,2.8160584579,0.7860348552,0
0,0.0551716121,1.4319021965,2.8086327808,0.7860348559,0
0,0.0547887293,1.4320025721,2.8092164149,0.7860348544,0
0,0.0550039467,1.4290044249,2.803004903,0.7860348543,0
0,0.0550468134,1.4278255692,2.8006043251,0.7860348551,0
0,0.0551783843,1.428586806,2.8019952278,0.786034855,0
0,0.0562825254,1.4274254628,2.7985684002,0.7860348537,0
0,0.0555578772,1.4216606783,2.7877634795,0.7860348558,0
0,0.0554410046,1.4167922603,2.778143516,0.7860348546,0
0,0.0560889591,1.4195456612,2.7830023632,0.7860348552,0
0,0.0556050572,1.4208369455,2.7860688339,0.7860348553,0
0,0.0558000825,1.4198316783,2.7838632741,0.7860348549,0
0,0.0568547232,1.4172128048,2.7775708863,0.7860348553,0
0,0.0552390077,1.4172027394,2.779166471,0.7860348548,0
0,0.0561980921,1.4115155731,2.7668330541,0.7860348545,0
0,0.0560258054,1.4101740635,2.7643223215,0.786034855,0
0,0.0562822424,1.4086512386,2.7610202348,0.786034855,0
0,0.056359422,1.4070321195,2.757704817,0.7860348551,0
0,0.0563398165,1.4065515084,2.7567632002,0.7860348554,0
0,0.0564828077,1.406040236,2.7555976643,0.7860348544,0
0,0.0566452943,1.4036964474,2.7507476004,0.7860348556,0
0,0.0566022782,1.4046597214,2.7527171647,0.7860348557,0
0,0.0570207384,1.4028634519,2.7487061654,0.7860348551,0
0,0.056855547,1.3995822423,2.7423089376,0.7860348542,0
0,0.0563571648,1.3973396374,2.73832211,0.7860348549,0
0,0.0567904669,1.3970827446,2.7373750224,0.7860348545,0
0,0.0568357869,1.3980886657,2.7393415445,0.7860348542,0
0,0.0564160497,1.3996848283,2.7429536068,0.7860348541,0
0,0.0565668912,1.3980050627,2.7394432342,0.7860348549,0
0,0.0569863088,1.3957104242,2.7344345395,0.7860348556,0
0,0.0573048556,1.3893745985,2.7214443414,0.7860348542,0
0,0.0572806153,1.3888223979,2.7203641805,0.7860348555,0
0,0.0573407731,1.388364455,2.7193881368,0.7860348552,0
0,0.0569420272,1.3866811866,2.716420346,0.7860348541,0
0,0.0566929894,1.3855592626,2.7144255357,0.7860348557,0
0,0.0567839444,1.3836995375,2.7106151305,0.7860348541,0
0,0.0577271082,1.3822161848,2.7067052614,0.7860348531,0
0,0.056732881,1.3826902325,2.7086475839,0.7860348547,0
0,0.0569764781,1.3805083176,2.7040401571,0.7860348548,0
0,0.0568956496,1.379450154,2.7020046585,0.7860348559,0
0,0.0576199979,1.3776867116,2.6977534253,0.7860348553,0
0,0.0570202262,1.3747187728,2.6924173193,0.786034855,0
0,0.0575513024,1.3760947924,2.6946382824,0.7860348554,0
0,0.0578760117,1.3762077931,2.6945395746,0.7860348548,0
0,0.0577710914,1.3714585951,2.6851460988,0.7860348545,0
0,0.0574332816,1.3695581212,2.6816829607,0.7860348557,0
0,0.0581720857,1.369880368,2.6815886502,0.7860348545,0
0,0.0571491627,1.3699007823,2.6826524019,0.7860348537,0
0,0.0581643058,1.3720125656,2.6858608254,0.7860348549,0
0,0.057560659,1.3676689159,2.6777771726,0.7860348548,0
0,0.0581732568,1.3654166376,2.6726600185,0.7860348541,0
0,0.0580305541,1.3682965094,2.6785624646,0.7860348531,0
0,0.0576873029,1.3657560829,2.673824863,0.7860348558,0
0,0.0577187521,1.3618728723,2.6660269924,0.7860348555,0
0,0.058345978,1.3620237342,2.6657014904,0.7860348546,0
0,0.0577914155,1.3617549207,2.665718426,0.7860348546,0
0,0.0581649172,1.3607513063,2.6633376955,0.7860348549,0
0,0.0585496809,1.3597382237,2.6609267665,0.7860348542,0
0,0.0582327032,1.3590043628,2.6597760224,0.7860348542,0
0,0.0581706539,1.362334442,2.6664982302,0.786034855,0
0,0.0588352638,1.3575039142,2.6561725646,0.7860348546,0
0,0.0586856781,1.355684653,2.6526836278,0.7860348538,0
0,0.0584672073,1.353763461,2.6490597147,0.7860348547,0
0,0.0590671614,1.3525874796,2.6461077977,0.786034855,0
0,0.0579784853,1.3529512115,2.6479239376,0.7860348549,0
0,0.0584065066,1.3494608323,2.640515158,0.7860348541,0
0,0.0487357317,0.1815014145,2.7040493573,0.7860348539,0
0,0.0382643206,0.1722439343,2.7178565596,0.7860348556,0
0,0.0363714718,0.1704316749,2.7175755024,0.7860348542,0
0,0.0353048884,0.1698039245,2.7252855805,0.7860348551,0
0,0.0349242114,0.1695108836,2.7266576254,0.7860348544,0
0,0.0340534882,0.1686978626,2.7269409456,0.7860348543,0
0,0.0338611111,0.1688233713,2.7331062818,0.7860348545,0
0,0.0334667256,0.1685810751,2.7357536815,0.7860348539,0
