epoch,loss,model_2_loss_1,model_2_loss_2
0,5.24007304448,5.96929011666,4.5108559723
0,3.53780164751,4.78857131598,2.28703197904
0,3.22957185864,4.67525103801,1.78389267928
0,3.14482036117,4.65644376855,1.63319695379
0,3.07737008702,4.6402290376,1.51451113644
0,3.02963678115,4.61806829736,1.44120526493
0,2.99317546765,4.59741795392,1.38893298138
0,2.96478857031,4.58050778492,1.34906935569
0,2.94273687494,4.56602656591,1.31944718398
0,2.92360779891,4.54887760681,1.29833799102
0,2.90599824996,4.53184335131,1.28015314861
0,2.88992018527,4.51094093517,1.26889943537
0,2.87961746105,4.4957214282,1.2635134939
0,2.8601237651,4.46608638361,1.25416114659
0,2.84601683958,4.44251540071,1.24951827845
0,2.83253611898,4.41915027452,1.24592196344
0,2.8169255932,4.39056259252,1.24328859387
0,2.80186413458,4.36787105611,1.23585721304
0,2.79011337527,4.34594408983,1.2342826607
0,2.773847063,4.31413086885,1.23356325714
0,2.7634400283,4.29550182654,1.23137823006
0,2.75023467832,4.27562711219,1.22484224445
0,2.73698757525,4.24789163313,1.22608351737
0,2.73071287572,4.23412945198,1.22729629947
0,2.71134384184,4.20176958252,1.22091810116
0,2.70576275572,4.18886566519,1.22265984624
0,2.69665734603,4.17519109788,1.21812359418
0,2.68422404324,4.1505512487,1.21789683778
0,2.67083685934,4.12511665797,1.21655706071
0,2.66018564644,4.10588484647,1.21448644642
0,2.65548595738,4.09991490799,1.21105700677
0,2.64242864515,4.07292937927,1.21192791102
0,2.63262762469,4.05686238195,1.20839286744
0,2.6256488038,4.04287274351,1.20842486409
0,2.61016753282,4.01498590766,1.20534915798
0,2.61126691859,4.01261667667,1.20991716051
0,2.60952810898,4.01086030064,1.20819591731
0,2.5911698291,3.97885103245,1.20348862575
0,2.58264604145,3.96538125465,1.19991082825
0,2.57511739068,3.94942566659,1.20080911477
0,2.57950033866,3.9525957179,1.20640495941
0,2.5591576634,3.92287119339,1.19544413341
0,2.5526874364,3.90978709126,1.19558778153
0,2.54730689709,3.90136788681,1.19324590737
0,2.53892387458,3.88494131827,1.19290643089
0,2.52891272212,3.86607219813,1.19175324611
0,2.52274389096,3.85462270068,1.19086508124
0,2.51451353798,3.83857808435,1.19044899161
0,2.51609027521,3.84056227966,1.19161827075
0,2.50827005497,3.8256356412,1.19090446873
0,2.49894832229,3.80815334821,1.18974329638
0,2.48589735835,3.78515011819,1.1866445985
0,2.48186773689,3.77559274854,1.18814272523
0,2.48929106583,3.78894847932,1.18963365234
0,2.47217610999,3.76442958054,1.17992263944
0,2.46913622428,3.75108980168,1.18718264689
0,2.46961965462,3.75346561966,1.18577368957
0,2.46417999617,3.74178764047,1.18657235187
0,2.46266240208,3.73775639335,1.18756841082
0,2.44909378928,3.7149123971,1.18327518146
