epoch,loss,model_1_loss_1,model_1_loss_2
0,4.74030279069,5.59133781253,3.88926776886
0,3.49504648446,5.03562161807,1.95447135086
0,3.31347948351,5.04405816291,1.58290080411
0,3.2464037882,5.056385533,1.4364220434
0,3.18466007104,5.05656924449,1.31275089759
0,3.13227919931,5.06399353004,1.20056486857
0,3.0970821308,5.06668899123,1.12747527038
0,3.07025076008,5.07121390212,1.06928761804
0,3.04560389949,5.07157458965,1.01963320933
0,3.02495086812,5.0763853771,0.973516359135
0,2.99103997694,5.06741110012,0.914668853768
0,2.93375900302,5.05633048259,0.811187523448
0,2.90667584374,5.06676742111,0.746584266364
0,2.88452744695,5.06451471786,0.704540176043
0,2.87033797199,5.06704349941,0.673632444571
0,2.85083841263,5.05905644132,0.642620383939
0,2.83610643549,5.05334786497,0.618865006016
0,2.82039981714,5.04732410665,0.593475527643
0,2.8136464541,5.04914770506,0.578145203143
0,2.80589185416,5.04893221889,0.562851489435
0,2.79256856734,5.03969439846,0.545442736226
0,2.78736789297,5.04597828751,0.528757498424
0,2.77868858169,5.04286949028,0.514507673091
0,2.77314222554,5.04673025511,0.499554195968
0,2.76840326135,5.05152170237,0.485284820322
0,2.76077911544,5.04886132217,0.472696908718
0,2.75663487729,5.04985118078,0.463418573792
