epoch,generator_TD_Dense_0_loss,loss,model_1_loss,model_2_loss_1,model_2_loss_2
0,0.020148524199,0.568142993806,0.0746394224236,6.68356049548,5.50009314272
0,0.070784606509,0.485014748561,0.0925446515455,6.1414432184,4.21308597821
0,0.0851933670973,0.424058044837,0.112354195372,5.78622578595,3.47384010862
0,0.0953860412017,0.355681770762,0.124619929463,5.2865301836,2.69834332128
0,0.119821529323,0.360741727572,0.140635668317,5.31285583957,2.52902350195
0,0.123141003955,0.355760691004,0.148242552087,5.26268468933,2.44933786634
0,0.144916551796,0.367720735398,0.164556443172,5.25990893215,2.37295838866
0,0.145482250979,0.358376917285,0.171025664652,5.24767584646,2.27442891813
0,0.147844164081,0.353272628803,0.178150944671,5.25075813942,2.20212881365
0,0.175497379494,0.374228697655,0.198494696251,5.58143106653,2.16281056389
0,0.138690990101,0.337492751678,0.182481187369,5.23465009358,2.12670861014
0,0.135870862338,0.328727203402,0.18367499123,5.26059170365,2.06443426999
0,0.141254805436,0.330120828294,0.189492773827,5.23507821936,2.02991503231
0,0.143563606574,0.328791560086,0.194953348111,5.20988615876,1.99584314677
0,0.148197142491,0.329376861724,0.200618838172,5.23850940298,1.95999433987
0,0.154317092984,0.331138395336,0.208731104485,5.23581445406,1.92253012423
0,0.155992286468,0.327795633946,0.215998426796,5.28025902858,1.87402576846
0,0.173901428062,0.339893236561,0.231576772447,5.29230492802,1.83381952074
0,0.174712319057,0.337117982438,0.234668658222,5.31792451444,1.79876895916
0,0.178045918544,0.336566888165,0.237438504499,5.35168411735,1.7632556251
0,0.179784542095,0.33548737346,0.244027114428,5.23345455579,1.73681286916
0,0.178524843792,0.330766572454,0.247283490761,4.81858772351,1.70094214297
0,0.196356669513,0.345173493707,0.25960902546,4.86430448891,1.68452494004
0,0.177031900876,0.325244721325,0.253245552677,4.81712575475,1.65916011239
0,0.188759039834,0.333670822143,0.259631668231,4.81523125581,1.63787689056
0,0.204997232156,0.346237538628,0.269094684898,4.87368171008,1.61740032596
0,0.189315060602,0.330734962498,0.260479817269,4.81748115321,1.60351410364
0,0.200619619754,0.33961331888,0.269133347604,4.82504926355,1.59055664388
0,0.209305509801,0.345357649111,0.276300713642,4.84837926473,1.5698269319
0,0.21006068182,0.344708155381,0.280358504053,4.83746482142,1.55653543926
0,0.407763145036,0.636424620524,0.492947383208,5.55018949781,2.6943779581
0,0.652239391954,0.798753156521,0.27461955915,5.1518248526,2.11737714634
0,0.640011215882,0.774473802761,0.279415507321,5.08402959137,1.98463720277
0,0.628388722836,0.755402685955,0.285114043808,5.08834395904,1.8985284907
0,0.590654241703,0.716306154602,0.28755371107,5.107421511,1.84717349065
0,0.577885654238,0.701070101073,0.289464276303,5.12667634938,1.80973021384
0,0.567375441096,0.688233933869,0.293356830109,5.15350889602,1.77596049479
0,0.580184535205,0.697155205656,0.296871548169,5.25740462793,1.74989135558
0,0.585771073947,0.706838629486,0.302205248061,5.33521776401,1.79644676626
0,0.512469917289,0.713081017264,0.385907042827,5.78658460428,2.51858100623
0,0.169622860416,0.448641307654,0.196102517038,6.39500236506,2.95980732687
0,0.195032578054,0.434334730277,0.197461718523,6.00799108232,2.5880541144
0,0.196102524377,0.418563508426,0.200244175978,6.13489967097,2.42071237856
0,0.204881515471,0.417326790511,0.208315963102,5.98619807237,2.32933428424
0,0.210160749988,0.41445377629,0.218500106168,6.0141724827,2.25309103501
0,0.22945237093,0.426024842765,0.224369471568,6.20673231296,2.19517711026
0,0.239417814497,0.429577934281,0.229083313624,6.24187881395,2.14101903346
0,0.248689149125,0.433748957131,0.235375620437,6.23342120326,2.09928724953
0,0.259835815919,0.438501414874,0.242846755098,6.18650309019,2.04649183801
0,0.27350127309,0.444841423908,0.246892042545,6.24998005682,1.98690281188
0,0.27863979436,0.445656690118,0.24645214796,6.29892986292,1.94880878841
0,0.288119708226,0.450611927387,0.246781608532,6.3814691333,1.91304193982
0,0.28770714892,0.446993917056,0.247075370641,6.51264498354,1.88057488066
0,0.298112262244,0.454363151531,0.247612741506,6.52714542625,1.86062120117
0,0.299332305221,0.453723437508,0.248405389129,6.59257996194,1.84324367155
0,0.306287818287,0.458120761977,0.249542826963,6.6229031571,1.82461730243
0,0.296939272242,0.447753620644,0.251627260279,6.72330508257,1.80508281007
0,0.301206050623,0.449998282187,0.251771885784,6.71959908775,1.78912841004
0,0.309573480294,0.455882372927,0.252648887498,6.8079416975,1.77266244975
0,0.305944127625,0.451611974734,0.2532901457,6.79486788198,1.76262263546
0,0.309262389567,0.453741342803,0.253842952017,6.77855447424,1.75405196082
0,0.317062108424,0.459774471486,0.255585408354,6.86295641024,1.74418578517
0,0.311283836515,0.453068855639,0.256943907138,6.88417355672,1.72913406416
0,0.321172178138,0.461614833939,0.256873608673,6.88541975517,1.72559877978
0,0.318154908334,0.458064678074,0.25879033031,6.96630992828,1.71725266421
0,0.326400979736,0.464249011381,0.258844548592,6.96198081236,1.70488134215
0,0.328437400052,0.465702462847,0.259813152217,6.95910822786,1.70108807036
0,0.333577882888,0.469529317441,0.260345958136,6.90221841339,1.69309227328
0,0.331323627661,0.466635440805,0.261247190719,6.95653447897,1.68444180325
0,0.338766991252,0.472806423939,0.262429883404,7.0016959994,1.67916135957
0,0.336206330045,0.469899742046,0.26270282696,6.97194920055,1.67314049476
0,0.335106522141,0.467840614474,0.263923596313,6.98518351627,1.66244749665
0,0.339604745852,0.47199502341,0.264397233799,6.98323914924,1.66350757652
0,0.339547796481,0.470715924764,0.265520263692,6.97043685261,1.65122912692
0,0.348025789506,0.478193689169,0.266422991012,6.9497116579,1.64970483045
0,0.333862637505,0.464914902858,0.266711545252,6.89347754596,1.64438534912
0,0.34071091455,0.470218654154,0.267608935165,6.95158510964,1.63578835828
0,0.352699383228,0.48053166368,0.268463163901,6.87370019843,1.63102224029
0,0.335004475135,0.464516383686,0.268968598364,6.84559622775,1.63012360614
0,0.342517205336,0.470527925145,0.270360934423,6.90317616373,1.6226244432
0,0.353459252746,0.479409916821,0.270293869684,6.80546113126,1.61296593421
0,0.34688402354,0.473314101541,0.271103672004,6.85459168293,1.6111848563
0,0.356937779172,0.481955186455,0.272294289561,6.81772310167,1.60711188454
0,0.357699735544,0.482566584083,0.272458580917,6.72446700808,1.60636827923
0,0.347790617107,0.472543268071,0.274169310779,6.85242393673,1.5953171911
0,0.357449752725,0.481152363379,0.274440456015,6.82317017151,1.59447590208
0,0.358379910884,0.481429665435,0.275234768022,6.71920862529,1.58887749435
0,0.352151872359,0.47531490053,0.276418933351,6.83960687964,1.58378220654
0,0.353924735615,0.476616319152,0.276537124568,6.76152367821,1.58084060501
0,0.353796898874,0.475671401327,0.277398513843,6.75331506939,1.57254196457
0,0.360129119053,0.481100564616,0.277543555914,6.77659927453,1.56984362513
0,0.362229535532,0.482578311932,0.277966774444,6.75898845941,1.56571735083
0,0.365782460022,0.485618202198,0.279340144636,6.79145201759,1.56413992881
0,0.357365266057,0.477602363618,0.279869891592,6.6794727688,1.55973629172
0,0.358049148301,0.477653284141,0.280937946802,6.73908360046,1.5540905519
0,0.366983571258,0.485505348116,0.281302267812,6.72577532671,1.55220139638
0,0.361379669229,0.480276551717,0.282231423466,6.72997545288,1.55034854658
0,0.369250026805,0.487138585666,0.282936057839,6.74879335362,1.54813566529
0,0.367716274945,0.485212350492,0.283365758992,6.68659835154,1.54267709352
0,0.370390165109,0.487433480283,0.283970607133,6.71458064421,1.54082339125
0,0.359853425726,0.477479049387,0.28477742408,6.68321733127,1.53610971833
0,0.374139723098,0.490167768908,0.285696603271,6.73772653762,1.53442023663
0,0.350413027391,0.468248526932,0.285980461249,6.83448834007,1.52876808503
0,0.333955873354,0.453489089432,0.287669202087,7.0155112033,1.52928808375
0,0.342095094781,0.460325342084,0.287811048613,7.05332743851,1.52439760851
0,0.338900130878,0.457035054061,0.288005838915,6.9863007911,1.52024942546
0,0.333290183475,0.451830962592,0.288749360154,6.9488607922,1.51869802383
0,0.342328840969,0.459767005312,0.289385175552,7.03328839536,1.51671052265
0,0.348491773677,0.46541297091,0.2900210724,6.97148318607,1.51770380821
0,0.342352036961,0.45894680268,0.291418115743,7.015049622,1.50829973093
0,0.339364727882,0.456097543797,0.291996502659,6.99751262152,1.50669292918
0,0.344804451438,0.460811672443,0.292624591002,7.03198871456,1.504876713
0,0.353005481399,0.468383419735,0.29336115923,7.01994646282,1.50678492
0,0.344306429425,0.459847798842,0.29489922825,7.02440992364,1.49972018211
0,0.353949832382,0.468248925301,0.294817047234,6.99000968454,1.49694081359
0,0.352955428819,0.4673729669,0.295246515207,6.96897620063,1.49713086947
0,0.352068401292,0.466397368224,0.296361820269,7.02125356341,1.49535813066
0,0.347672335593,0.461913223735,0.296129458233,7.01592721517,1.49008124379
0,0.311651892231,0.429164729796,0.297476441311,7.04067021038,1.48678031581
0,0.314259138669,0.431720567907,0.297655365064,7.08666891767,1.48887348795
0,0.314893392287,0.431941426955,0.299418768183,7.11023070517,1.48537379156
0,0.298617024994,0.417278480069,0.299928822278,6.69132152331,1.48523162728
0,0.272969214255,0.393635710652,0.300981396615,5.99936223201,1.47963422223
