epoch,loss,model_1_loss,model_2_loss_1,model_2_loss_2
0,0.965802940884,0.0675633844998,4.8137336042,0.965802940884
0,0.933680739791,0.069579278826,4.81098774565,0.933680739791
0,0.916574520757,0.0710011088304,4.81330944152,0.916574520757
0,0.900330429688,0.0722884502228,4.80804167833,0.900330429688
0,0.890048973066,0.0735010846864,4.80797572852,0.890048973066
0,0.875819466048,0.0744094530168,4.80589885005,0.875819466048
0,0.868482081436,0.0752915912334,4.80566993747,0.868482081436
0,0.859400406616,0.0756867846488,4.80585688606,0.859400406616
0,0.851580444989,0.0764549340409,4.806683688,0.851580444989
0,0.837977438479,0.0772785649167,4.80702097493,0.837977438479
0,0.835071097741,0.0778203670555,4.80610905594,0.835071097741
0,0.822358821528,0.0784725679312,4.80804401884,0.822358821528
0,0.933299871149,0.0796385425876,4.80623729337,0.933299871149
0,0.908449905866,0.0807209292779,4.80767537039,0.908449905866
0,0.899021251534,0.0815943772252,4.80574460567,0.899021251534
0,0.890835096386,0.0824873674109,4.80388158441,0.890835096386
0,0.878975612772,0.0832521016668,4.80342277492,0.878975612772
0,0.870043143655,0.0836292924779,4.80494427082,0.870043143655
0,0.856079453321,0.0843797279407,4.80209731765,0.856079453321
0,0.850753302711,0.0848588880631,4.80484966922,0.850753302711
0,0.838250280359,0.0851835431645,4.80484682229,0.838250280359
0,0.836196277739,0.0856190879359,4.80394522276,0.836196277739
