epoch,loss
0,5.61953645047
0,5.64970560586
0,5.64524000487
0,5.64210735686
0,5.62448976758
0,5.66285397038
0,5.63143977936
0,5.68760367977
0,5.69149320526
0,5.72182748577
0,5.73962316335
0,5.7819299107
0,5.73264620711
0,5.70558282266
0,5.71650310458
0,5.7064321877
0,5.69817479067
0,5.70349921259
0,5.70722590676
0,5.70554966254
0,5.66900088151
0,5.6697915844
0,5.67915359118
0,5.66275545909
0,5.64028750471
0,5.66469261074
0,5.66521844096
0,5.65411389736
0,5.65718785512
0,5.65497249285
0,5.65160726804
0,5.62631509293
0,5.6175801373
0,5.63461996802
0,5.63325534442
