epoch,generator_TD_Dense_0_loss,loss,model_1_loss
0,5.69544479258,4.84356385102,3.99168290946
0,5.02165702029,3.49270868812,1.96376035596
0,5.03065924234,3.32226340375,1.61386756517
0,5.03655922947,3.2068303115,1.37710139353
0,5.04159936991,3.13938569845,1.23717202699
0,5.04620145247,3.09356035461,1.14091925675
0,5.05176529828,3.0598595464,1.06795379453
0,5.05672957595,3.03341082372,1.01009207149
0,5.06031056485,2.99759796031,0.934885355773
0,5.06890020886,2.9539313115,0.838962414141
0,5.07271236105,2.92558945476,0.778466548477
0,5.0777268844,2.90318974702,0.728652609639
0,5.08259469527,2.88576483525,0.688934975233
0,5.08196799605,2.86988069996,0.657793403867
0,5.1020376756,2.86366710655,0.625296537496
0,5.08609121454,2.84317832585,0.600265437167
0,5.09017450838,2.83310035181,0.576026195242
